Brand,ID,Type,Branch Name,Town,Postcode,Lat,Long,MonOp,MonCls,TueOp,TueCls,WedOp,WedCls,ThuOp,ThuCls,FriOp,FriCls,SatOp,SatCls,SunOp,SunCls
Lloyds Bank,77721600,Physical,Peterborough,Peterborough,PE1 1YH,52.574485,-0.243336,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77660800,Physical,Gorleston-on-Sea,Great Yarmouth,NR31 6QU,52.577867,1.726985,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30996300,Physical,Willenhall,Willenhall,WV13 2AE,52.583477,-2.054992,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,30990600,Physical,Walsall The Bridge,Walsall,WS1 1LG,52.584411,-1.982333,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,30998300,Physical,Wolverhampton Queen Square,Wolverhampton,WV1 1RF,52.586109,-2.127495,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77152800,Physical,Wigston Magna,Wigston Magna,LE18 1NR,52.587688,-1.105161,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30185600,Physical,Wolverhampton Tettenhall,Wolverhampton,WV6 8QT,52.597538,-2.168342,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77330900,Physical,Wolverhampton Wednesfield,Wolverhampton,WV11 1SS,52.600027,-2.083384,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,30999700,Physical,Great Yarmouth,Great Yarmouth,NR30 2BA,52.607512,1.72713,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,77310800,Physical,Walsall Bloxwich,Walsall,WS3 3JG,52.616077,-2.004624,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77330800,Physical,Wolverhampton Three Tuns,Wolverhampton,WV10 6BA,52.620496,-2.129321,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30961700,Physical,Norwich Gentlemans Walk,Norwich,NR2 1LZ,52.628651,1.293571,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77311100,Physical,Tamworth,Tamworth,B79 7LW,52.632797,-1.694585,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30949700,Physical,Leicester High Street,Leicester,LE1 4FP,52.635995,-1.134342,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,77722700,Physical,Stamford,Stamford,PE9 2AT,52.651917,-0.479198,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,13:00,,
Lloyds Bank,30649800,Physical,Norwich Aylsham Road,Norwich,NR3 2RU,52.655209,1.278651,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77150800,Physical,Leicester Melton Road,Leicester,LE4 5EE,52.656961,-1.117253,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30997700,Physical,Wisbech,Wisbech,PE13 1JT,52.665232,0.157034,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30185500,Physical,Telford,Telford,TF3 4AE,52.676762,-2.446105,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,30928800,Physical,Dereham,Dereham,NR19 2AT,52.681273,0.94132,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77310600,Physical,Lichfield,Lichfield,WS13 6JS,52.684133,-1.827216,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30644400,Physical,Cannock,Cannock,WS11 1BD,52.688153,-2.029577,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,30976200,Physical,Shrewsbury,Shrewsbury,SY1 1DG,52.708259,-2.754456,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77151400,Physical,Coalville,Coalville,LE67 3QH,52.72404,-1.374415,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,09:00,13:00,,
Lloyds Bank,77660600,Physical,Kings Lynn,Kings Lynn,PE30 1BP,52.753216,0.396012,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77311000,Physical,Rugeley,Rugeley,WS15 2DP,52.759068,-1.935751,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77151800,Physical,Melton Mowbray,Melton Mowbray,LE13 1XR,52.764557,-0.885315,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,13:00,,
Lloyds Bank,30658500,Physical,Loughborough,Loughborough,LE11 2QG,52.771901,-1.205981,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,77081200,Physical,Swadlincote,Swadlincote,DE11 8JA,52.773071,-1.554126,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,30979500,Physical,Spalding,Spalding,PE11 1SF,52.787269,-0.151759,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,30641800,Physical,Burton-on-Trent,Burton-on-Trent,DE14 1JA,52.802208,-1.630574,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30842600,Physical,Stafford,Stafford,ST16 2JL,52.807556,-2.116885,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,77660700,Physical,North Walsham,North Walsham,NR28 9BP,52.821264,1.386384,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77662400,Physical,Fakenham,Fakenham,NR21 9AH,52.830284,0.84987,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77080700,Physical,Allenton,Derby,DE24 9AA,52.890936,-1.452722,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77222600,Physical,Long Eaton,Long Eaton,NG10 1JJ,52.897287,-1.271586,09:00,15:30,,,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77272400,Physical,Uttoxeter,Uttoxeter,ST14 8HD,52.898196,-1.865428,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77581100,Physical,Stone,Stone,ST15 8AG,52.903345,-2.148032,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30153900,Physical,Market Drayton,Market Drayton,TF9 1PN,52.905351,-2.485972,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77712800,Physical,Grantham,Grantham,NG31 6QF,52.910913,-0.641573,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30642400,Physical,Derby,Derby,DE1 2AA,52.92077,-1.475864,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,77223700,Physical,Nottingham Parliament Street,None,NG1 3DA,52.95499,-1.147096,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77080800,Physical,Ilkeston,Ilkeston,DE7 8GS,52.971641,-1.308165,09:00,15:30,09:00,15:30,,,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30634700,Physical,Boston,Boston,PE21 6NQ,52.978206,-0.024689,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,77580600,Physical,Longton (Staffordshire),Stoke-on-Trent,ST3 2RP,52.988987,-2.136817,09:00,15:30,,,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30977000,Physical,Sleaford,Sleaford,NG34 7BL,52.999714,-0.410299,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77220900,Physical,Bulwell,Bulwell,NG6 8EZ,53.002097,-1.196444,09:00,17:00,09:00,17:00,,,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,77221700,Physical,Arnold,Arnold,NG5 7EJ,53.003502,-1.127371,09:00,15:30,09:00,15:30,09:00,15:30,,,09:00,15:30,,,,
Lloyds Bank,77580200,Physical,Stoke-on-Trent,Stoke-on-Trent,ST4 1NG,53.003646,-2.186602,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30959100,Physical,Newcastle-under-Lyme,Newcastle-under-Lyme,ST5 1QY,53.011084,-2.22848,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:00,,
Lloyds Bank,30902500,Physical,Ashbourne,Ashbourne,DE6 1DY,53.01605,-1.732397,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30735600,Physical,Malpas,Malpas,SY14 8NX,53.019891,-2.766145,,,09:00,15:00,,,09:00,15:00,,,,,,
Lloyds Bank,30938300,Physical,Hanley,Stoke-on-Trent,ST1 1LE,53.026172,-2.175203,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,15:00,,
Lloyds Bank,77222300,Physical,Hucknall,Hucknall,NG15 7HQ,53.037196,-1.201155,09:00,15:00,,,09:00,15:00,09:00,15:00,,,,,,
Lloyds Bank,30999500,Physical,Wrexham,Wrexham,LL11 1SE,53.046784,-2.995856,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,77580400,Physical,Tunstall,Stoke-on-Trent,ST6 5DL,53.058168,-2.211346,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77714500,Physical,Newark,Newark,NG24 1AW,53.076007,-0.810403,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,13:00,,
Lloyds Bank,77081400,Physical,Alfreton,Alfreton,DE55 7DR,53.097714,-1.389416,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,13:00,,
Lloyds Bank,77481700,Physical,Crewe,Crewe,CW1 2JQ,53.099179,-2.4418,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,77223300,Physical,Sutton-in-Ashfield,Sutton-in-Ashfield,NG17 1BA,53.125728,-1.261479,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,77081500,Physical,Matlock,Matlock,DE4 3AR,53.138385,-1.554657,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30976700,Physical,Skegness,Skegness,PE25 3LP,53.143158,0.339199,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30954300,Physical,Mansfield,Mansfield,NG18 1AF,53.144397,-1.195607,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77480500,Physical,Mold,Mold,CH7 1AS,53.166752,-3.141629,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,13:00,,
Lloyds Bank,30919200,Physical,Chester,Chester,CH1 1XP,53.190864,-2.888335,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77720800,Physical,Horncastle,Horncastle,LN9 5BL,53.208758,-0.115694,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30904300,Physical,Bangor,Bangor,LL57 1RT,53.227238,-4.124596,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,09:00,13:00,,
Lloyds Bank,30677600,Physical,Lincoln,Lincoln,LN5 7AP,53.227955,-0.541141,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,77741700,Physical,Chesterfield,Chesterfield,S40 1LR,53.236447,-1.429833,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30149600,Physical,Llangefni,Llangefni,LL77 7NB,53.256014,-4.312602,,,09:00,14:30,09:00,14:30,,,09:00,14:30,,,,
Lloyds Bank,77670800,Physical,Macclesfield,Macclesfield,SK11 6NH,53.258452,-2.125527,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,13:00,,
Lloyds Bank,77480900,Physical,Northwich,Northwich,CW9 5DD,53.261406,-2.515056,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77482300,Physical,Ellesmere Port,Ellesmere Port,CH65 0AL,53.278982,-2.90017,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77717500,Physical,Worksop,Worksop,S80 1DH,53.302956,-1.12453,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,13:00,,
Lloyds Bank,77481500,Physical,Rhyl,Rhyl,LL18 1RY,53.320194,-3.491897,09:00,15:30,09:00,15:30,,,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30656400,Physical,Llandudno,Llandudno,LL30 2RU,53.323177,-3.827729,09:00,15:30,,,09:00,15:00,09:00,15:00,09:00,15:30,,,,
Lloyds Bank,30733400,Physical,Heswall,Heswall,CH60 0AN,53.328292,-3.098877,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77741100,Physical,Sheffield Woodhouse,Sheffield,S13 7JQ,53.358793,-1.370683,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30658600,Physical,Louth,Louth,LN11 9JH,53.365919,-0.005139,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77511200,Physical,Widnes,Widnes,WA8 6JW,53.368823,-2.726289,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77740100,Physical,Sheffield High Street,Sheffield,S1 2GA,53.382753,-1.468463,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77191400,Physical,Altrincham,Altrincham,WA14 1BS,53.386187,-2.349983,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77171300,Physical,Birkenhead,Birkenhead,CH41 2XX,53.38927,-3.02256,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30991400,Physical,Warrington,Warrington,WA1 1TP,53.389282,-2.593506,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77741300,Physical,Sheffield Hillsborough,Sheffield,S6 2BQ,53.40333,-1.500293,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77175000,Physical,Liverpool Church Street,None,L1 3HD,53.404639,-2.981876,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77670200,Physical,Stockport,Stockport,SK1 1PL,53.411264,-2.160561,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77173700,Physical,Huyton,Huyton,L36 9UR,53.412388,-2.838316,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77741400,Physical,Sheffield Firth Park,Sheffield,S5 6QG,53.418466,-1.450028,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77172400,Physical,Liscard,Wallasey,CH44 5TL,53.42003,-3.045095,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,,,
Lloyds Bank,77170300,Physical,Liverpool Breck Road,None,L5 6PX,53.422723,-2.959042,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77192300,Physical,Sale,Sale,M33 7XL,53.425165,-2.32148,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,30625500,Physical,Rotherham,Rotherham,S60 2LU,53.43025,-1.35432,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77171100,Physical,Liverpool Broadway,Norris Green,L11 1DA,53.441509,-2.930259,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,77010700,Physical,Glossop,Glossop,SK13 8DA,53.443172,-1.948731,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77322000,Physical,St Helens,St Helens,WA10 1QZ,53.452942,-2.736159,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77173000,Physical,Kirkby,Kirkby,L32 8SE,53.480736,-2.887207,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30954200,Physical,Manchester Market Street,None,M1 1PW,53.482693,-2.242562,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,16:00,11:00,16:00
Lloyds Bank,77010100,Physical,Ashton-under-Lyne,Ashton-under-Lyne,OL6 7RU,53.487829,-2.094287,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,13:00,,
Lloyds Bank,77191200,Physical,Salford,Salford,M6 5JA,53.488906,-2.286721,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77590100,Physical,Leigh,Leigh,WN7 4PG,53.496017,-2.517971,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,77191600,Physical,Newton Heath,Newton Heath,M40 2JF,53.501088,-2.181028,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77193800,Physical,Manchester Moston,Moston,M40 9WB,53.513817,-2.198676,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,,,,
Lloyds Bank,30926800,Physical,Doncaster High Street,Doncaster,DN1 1BH,53.523423,-1.135396,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77021200,Physical,Walkden,Worsley,M28 3AY,53.525571,-2.399382,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77010500,Physical,Oldham,Oldham,OL1 1JG,53.541795,-2.115308,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77320100,Physical,Market Street Wigan,Wigan,WN1 1JN,53.546262,-2.632453,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,77020900,Physical,Bolton Farnworth,Bolton,BL4 8EX,53.547746,-2.392274,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77710300,Physical,Barnsley,Barnsley,S70 1RU,53.551409,-1.47896,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,13:00,,
Lloyds Bank,77160300,Physical,Brigg,Brigg,DN20 8JG,53.552054,-0.49108,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77321900,Physical,Formby,Formby,L37 4DR,53.556871,-3.060086,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77122000,Physical,Cleethorpes,Cleethorpes,DN35 8HL,53.559142,-0.031658,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77121700,Physical,Grimsby,Grimsby,DN31 1BL,53.565305,-0.085366,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77020100,Physical,Bolton,Bolton,BL1 1DB,53.579026,-2.428923,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,30974400,Physical,Scunthorpe,Scunthorpe,DN15 6HG,53.591726,-0.648346,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77040100,Physical,Bury,Bury,BL9 0JP,53.59427,-2.295305,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77716500,Physical,South Elmsall,Pontefract,WF9 2AA,53.59441,-1.295264,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30846200,Physical,Rochdale,Rochdale,OL16 1JP,53.618292,-2.157076,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30944300,Physical,Huddersfield,Huddersfield,HD1 2DN,53.646809,-1.782817,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,30978800,Physical,Southport,Southport,PR9 0UX,53.648122,-3.003238,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,30990100,Physical,Wakefield,Wakefield,WF1 1JZ,53.68248,-1.498409,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77110300,Physical,Dewsbury,Dewsbury,WF13 1DF,53.691654,-1.629302,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30147600,Physical,Leyland,Preston,PR25 2SD,53.694673,-2.694935,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30654700,Physical,Brighouse,Brighouse,HD6 1RW,53.702369,-1.77943,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77141500,Physical,Batley,Batley,WF17 5EQ,53.713645,-1.631842,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30937600,Physical,Halifax,Halifax,HX1 1BB,53.722218,-1.86186,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77711500,Physical,Castleford,Castleford,WF10 1JE,53.725847,-1.352782,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77120500,Physical,South Newington,None,HU3 3SD,53.734721,-0.367858,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77122500,Physical,Hedon,Hedon,HU12 8EU,53.740585,-0.19906,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30944400,Physical,Hull City Centre,None,HU1 3JX,53.744862,-0.342163,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,30908700,Physical,Blackburn,Blackburn,BB2 1JQ,53.74754,-2.483395,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77760500,Physical,Accrington,Accrington,BB5 1EP,53.754046,-2.363107,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30968500,Physical,Preston Fishergate,Preston,PR1 2JB,53.75792,-2.703373,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77120700,Physical,Newland University,None,HU5 3BG,53.762467,-0.359022,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77121300,Physical,Hull Ings Road,None,HU8 0NA,53.774803,-0.303233,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,77760400,Physical,Burnley,Burnley,BB11 1HT,53.788789,-2.243067,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,13:00,,
Lloyds Bank,77262400,Physical,Preston Fulwood,Preston,PR2 9XJ,53.790409,-2.713618,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30635500,Physical,Bradford,Bradford,BD1 1NT,53.794533,-1.752215,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,77140800,Physical,Leeds Armley,Leeds,LS12 3AE,53.796856,-1.591213,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,30989300,Physical,Leeds City Centre,Leeds,LS1 6LH,53.798019,-1.542487,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,15:00,,
Lloyds Bank,30126500,Physical,Leeds Crossgates,Leeds,LS15 8ET,53.806274,-1.450824,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77141000,Physical,Leeds Harehills,Leeds,LS9 6AP,53.808463,-1.508025,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,
Lloyds Bank,30909000,Physical,Blackpool,Blackpool,FY1 1EN,53.817854,-3.053672,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,13:00,,
Lloyds Bank,77760100,Physical,Clitheroe,Clitheroe,BB7 2DD,53.873281,-2.390818,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,09:00,15:00,,,,
Lloyds Bank,77717200,Physical,Wetherby,Wetherby,LS22 6LN,53.928523,-1.386205,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,,,,
